pointing_game_hit,heatmap_box_overlap,image_id,label,case_type,panel_path
0.0,0.03529666522304028,fbfa7706ae60ef2f3f18211269a8d2ac.png,Atelectasis,true_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Atelectasis\true_positive\fbfa7706ae60ef2f3f18211269a8d2ac.png_Atelectasis_true_positive.png
,,d4368452d937230208748ce2c819b971.png,Atelectasis,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Atelectasis\false_positive\d4368452d937230208748ce2c819b971.png_Atelectasis_false_positive.png
0.0,0.0,43e96bafa84091eec856901f949efa05.png,Atelectasis,false_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Atelectasis\false_negative\43e96bafa84091eec856901f949efa05.png_Atelectasis_false_negative.png
,,c0a4e84d80638eb1eba04543a589eb8b.png,Atelectasis,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Atelectasis\true_negative\c0a4e84d80638eb1eba04543a589eb8b.png_Atelectasis_true_negative.png
0.0,0.3195121951219512,72a60e1680fed635062ad42bc5df893d.png,Cardiomegaly,true_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Cardiomegaly\true_positive\72a60e1680fed635062ad42bc5df893d.png_Cardiomegaly_true_positive.png
,,d609889a8598d271b2dd179ad4c58cbd.png,Cardiomegaly,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Cardiomegaly\false_positive\d609889a8598d271b2dd179ad4c58cbd.png_Cardiomegaly_false_positive.png
0.0,0.32120489114226064,97bf1159c3d5a11144527bd31d2ee628.png,Cardiomegaly,false_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Cardiomegaly\false_negative\97bf1159c3d5a11144527bd31d2ee628.png_Cardiomegaly_false_negative.png
,,7e8194e82f5907582d3e7c55547be903.png,Cardiomegaly,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Cardiomegaly\true_negative\7e8194e82f5907582d3e7c55547be903.png_Cardiomegaly_true_negative.png
0.0,0.0,151a8ce59aa6e414ee8a9c9d711cee61.png,Pleural Effusion,true_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pleural_Effusion\true_positive\151a8ce59aa6e414ee8a9c9d711cee61.png_Pleural_Effusion_true_positive.png
0.0,0.012505789717461788,e67e91b27935a01b738eaa01ede863fd.png,Pleural Effusion,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pleural_Effusion\false_positive\e67e91b27935a01b738eaa01ede863fd.png_Pleural_Effusion_false_positive.png
0.0,0.0,8eb38ce22b1b5323c2dad3a92c79e1bd.png,Pleural Effusion,false_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pleural_Effusion\false_negative\8eb38ce22b1b5323c2dad3a92c79e1bd.png_Pleural_Effusion_false_negative.png
,,6c177d92b5fa4ce2996244c7f3c68424.png,Pleural Effusion,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pleural_Effusion\true_negative\6c177d92b5fa4ce2996244c7f3c68424.png_Pleural_Effusion_true_negative.png
0.0,0.2028110640598252,a68ee14d5193f59a98c5ff0e150c8174.png,Pneumothorax,true_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pneumothorax\true_positive\a68ee14d5193f59a98c5ff0e150c8174.png_Pneumothorax_true_positive.png
,,73ca5ade271925fe03782a52a85f75b2.png,Pneumothorax,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pneumothorax\false_positive\73ca5ade271925fe03782a52a85f75b2.png_Pneumothorax_false_positive.png
0.0,0.0,0f45742c4d100eeee221f8853d79c9d4.png,Pneumothorax,false_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pneumothorax\false_negative\0f45742c4d100eeee221f8853d79c9d4.png_Pneumothorax_false_negative.png
,,7e8194e82f5907582d3e7c55547be903.png,Pneumothorax,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pneumothorax\true_negative\7e8194e82f5907582d3e7c55547be903.png_Pneumothorax_true_negative.png
0.0,0.16970753957606655,8788745c121bcbce59873c943afa0ebd.png,Consolidation,true_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Consolidation\true_positive\8788745c121bcbce59873c943afa0ebd.png_Consolidation_true_positive.png
,,129a1e7753432edd052a2cdbfbaee00e.png,Consolidation,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Consolidation\false_positive\129a1e7753432edd052a2cdbfbaee00e.png_Consolidation_false_positive.png
0.0,0.0,fb8e11c6b2886b2d41b379e0598669b9.png,Consolidation,false_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Consolidation\false_negative\fb8e11c6b2886b2d41b379e0598669b9.png_Consolidation_false_negative.png
,,7e8194e82f5907582d3e7c55547be903.png,Consolidation,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Consolidation\true_negative\7e8194e82f5907582d3e7c55547be903.png_Consolidation_true_negative.png
,,8788745c121bcbce59873c943afa0ebd.png,Edema,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Edema\false_positive\8788745c121bcbce59873c943afa0ebd.png_Edema_false_positive.png
,,7e8194e82f5907582d3e7c55547be903.png,Edema,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Edema\true_negative\7e8194e82f5907582d3e7c55547be903.png_Edema_true_negative.png
,,064023f1ff95962a1eee46b9f05f7309.png,Pneumonia,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pneumonia\false_positive\064023f1ff95962a1eee46b9f05f7309.png_Pneumonia_false_positive.png
,,cbae689446b034eb2204751c65e08af2.png,Pneumonia,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\Pneumonia\true_negative\cbae689446b034eb2204751c65e08af2.png_Pneumonia_true_negative.png
,,ed73ad56c0e1f66d3acf2f9479615b99.png,No Finding,true_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\No_Finding\true_positive\ed73ad56c0e1f66d3acf2f9479615b99.png_No_Finding_true_positive.png
,,06efcd37617307118fd48b3a493c133b.png,No Finding,false_positive,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\No_Finding\false_positive\06efcd37617307118fd48b3a493c133b.png_No_Finding_false_positive.png
,,f63ed2cd23177f99f594e4359d474e34.png,No Finding,false_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\No_Finding\false_negative\f63ed2cd23177f99f594e4359d474e34.png_No_Finding_false_negative.png
0.0,0.002003434459072696,151a8ce59aa6e414ee8a9c9d711cee61.png,No Finding,true_negative,<PROJECT_ROOT>\figures_large\gradcam\hf_large_resnet50\VinDr_external\No_Finding\true_negative\151a8ce59aa6e414ee8a9c9d711cee61.png_No_Finding_true_negative.png


